age,country,visa_type,employment_status,financial_support,travel_history,purpose,duration,sponsorship,risk_score,risk_flag
20,Germany,Business,Employed,8565,2,Business Meeting,50,No,1.0,0
38,India,Student,Unemployed,887,0,Education,14,No,7.0,1
26,Pakistan,Student,Self-Employed,3747,2,Education,9,No,4.0,1
29,Ghana,Tourist,Unemployed,1254,0,Family Visit,25,Yes,6.0,1
46,Germany,Tourist,Employed,8783,5,Family Visit,21,No,1.0,0
37,UK,Student,Unemployed,835,0,Education,41,No,5.0,1
32,Egypt,Business,Employed,2000,4,Business Meeting,50,Yes,2.0,0
52,Kenya,Work,Employed,10485,5,Employment,85,Yes,2.0,0
23,Pakistan,Work,Employed,5491,1,Employment,156,Yes,3.5,0
31,USA,Tourist,Employed,13944,4,Leisure,18,Yes,0.0,0
43,Kenya,Work,Unemployed,633,2,Employment,146,Yes,6.0,1
22,India,Business,Employed,9017,0,Business Meeting,43,No,3.5,0
58,Ghana,Business,Employed,8679,2,Business Meeting,26,No,3.0,0
52,Germany,Work,Unemployed,811,1,Employment,165,Yes,4.0,1
38,South Africa,Student,Employed,5836,1,Education,29,Yes,1.0,0
60,Egypt,Student,Employed,8022,2,Education,3,No,3.0,0
38,Ghana,Tourist,Employed,5014,0,Family Visit,13,No,3.5,0
23,Egypt,Business,Employed,6948,6,Business Meeting,53,No,3.0,0
51,Nigeria,Tourist,Employed,9486,3,Leisure,41,Yes,3.0,0
37,Pakistan,Student,Employed,2000,3,Education,39,No,4.0,1
40,Kenya,Work,Employed,2768,4,Employment,219,Yes,2.5,0
36,South Africa,Tourist,Student,4333,3,Family Visit,20,Yes,1.0,0
37,Egypt,Business,Employed,9828,2,Business Meeting,17,Yes,2.0,0
31,Egypt,Tourist,Employed,8082,2,Family Visit,7,No,3.0,0
32,Nigeria,Work,Employed,2129,4,Employment,156,Yes,3.5,0
44,Kenya,Tourist,Student,7927,2,Leisure,7,No,3.0,0
59,Kenya,Work,Employed,11904,2,Employment,108,Yes,2.5,0
50,Nigeria,Business,Employed,9951,0,Business Meeting,27,No,4.5,1
22,South Africa,Student,Student,8930,0,Education,33,No,2.5,0
30,Pakistan,Tourist,Employed,7658,1,Family Visit,9,Yes,3.0,0
38,India,Work,Employed,2000,5,Employment,84,Yes,2.0,0
44,Germany,Student,Student,5264,0,Education,13,Yes,0.5,0
32,USA,Business,Student,4171,0,Business Meeting,33,No,1.5,0
24,Nigeria,Tourist,Employed,7775,3,Family Visit,13,Yes,3.0,0
42,Germany,Business,Employed,2000,2,Business Meeting,6,No,1.0,0
28,UK,Business,Employed,3779,2,Business Meeting,22,Yes,0.0,0
32,Germany,Work,Student,3839,1,Employment,184,Yes,0.5,0
55,Ghana,Student,Student,8634,2,Education,42,No,3.0,0
34,UK,Student,Employed,3997,4,Education,36,No,1.0,0
19,Egypt,Tourist,Employed,3822,1,Family Visit,13,No,3.0,0
19,Egypt,Work,Student,4351,1,Employment,135,Yes,2.5,0
28,USA,Tourist,Student,5709,1,Family Visit,11,No,1.0,0
36,Germany,Work,Unemployed,1130,2,Employment,155,Yes,4.0,1
35,UK,Student,Unemployed,500,4,Education,25,No,4.5,1
47,Egypt,Student,Employed,3360,2,Education,17,No,3.0,0
49,USA,Student,Unemployed,500,3,Education,50,No,4.5,1
26,South Africa,Tourist,Student,9959,0,Leisure,19,Yes,1.5,0
46,India,Business,Student,7561,1,Business Meeting,29,No,3.0,0
26,India,Student,Employed,6868,3,Education,8,Yes,2.0,0
46,Egypt,Tourist,Employed,9948,2,Family Visit,25,No,3.0,0
37,South Africa,Student,Self-Employed,6091,3,Education,24,No,2.0,0
31,Germany,Business,Employed,4337,4,Business Meeting,35,No,1.0,0
43,South Africa,Tourist,Employed,8395,2,Leisure,15,No,2.0,0
51,Kenya,Student,Student,10717,0,Education,18,No,3.5,0
23,India,Work,Unemployed,500,0,Employment,209,Yes,6.5,1
52,Pakistan,Tourist,Employed,10341,2,Family Visit,17,No,4.0,1
57,Nigeria,Work,Student,5430,3,Employment,210,Yes,3.5,0
47,Pakistan,Tourist,Employed,3431,6,Leisure,14,No,4.0,1
45,UK,Work,Employed,12614,6,Employment,149,Yes,0.5,0
23,USA,Student,Student,3550,2,Education,28,No,1.0,0
47,Nigeria,Tourist,Student,8539,3,Family Visit,17,Yes,3.0,0
19,UK,Tourist,Employed,11632,1,Leisure,8,No,1.0,0
18,India,Work,Self-Employed,5400,1,Employment,282,Yes,2.5,0
26,South Africa,Business,Employed,3703,4,Business Meeting,31,No,2.0,0
40,USA,Tourist,Employed,6538,6,Family Visit,20,Yes,0.0,0
51,Nigeria,Student,Student,5894,1,Education,47,No,4.0,1
25,South Africa,Tourist,Employed,2560,0,Leisure,20,No,2.5,0
31,Germany,Business,Employed,4714,1,Business Meeting,10,Yes,0.0,0
51,USA,Business,Employed,7339,5,Business Meeting,28,No,1.0,0
46,Ghana,Tourist,Employed,2000,4,Family Visit,10,No,3.0,0
43,Egypt,Work,Employed,7789,6,Employment,279,Yes,2.5,0
57,Kenya,Tourist,Student,2000,3,Family Visit,18,No,3.0,0
23,UK,Student,Unemployed,1015,0,Education,32,Yes,4.0,1
23,Kenya,Student,Student,7815,0,Education,16,No,3.5,0
55,Kenya,Business,Employed,2455,3,Business Meeting,29,No,3.0,0
24,India,Business,Employed,3856,0,Business Meeting,9,No,3.5,0
20,Egypt,Work,Student,11376,0,Employment,264,Yes,3.0,0
48,Kenya,Business,Employed,2000,3,Business Meeting,3,Yes,2.0,0
52,Ghana,Business,Self-Employed,4541,2,Business Meeting,36,No,3.0,0
18,UK,Student,Self-Employed,7150,1,Education,55,Yes,0.0,0
23,South Africa,Business,Student,8736,0,Business Meeting,34,Yes,1.5,0
22,UK,Tourist,Student,2000,0,Family Visit,15,No,1.5,0
58,USA,Work,Employed,10969,4,Employment,192,Yes,0.5,0
44,Germany,Student,Employed,2000,2,Education,11,No,1.0,0
20,India,Work,Unemployed,1291,1,Employment,300,Yes,6.0,1
18,South Africa,Work,Employed,10058,2,Employment,155,Yes,1.5,0
18,Kenya,Student,Employed,2534,1,Education,41,No,3.0,0
26,UK,Tourist,Employed,7946,2,Family Visit,22,No,1.0,0
25,Pakistan,Work,Employed,12176,3,Employment,128,Yes,3.5,0
19,Kenya,Business,Employed,11715,2,Business Meeting,19,Yes,2.0,0
43,Pakistan,Student,Unemployed,1393,1,Education,56,No,7.5,1
58,Egypt,Tourist,Employed,4608,3,Leisure,16,No,3.0,0
57,Germany,Business,Student,8697,3,Business Meeting,65,No,1.0,0
25,USA,Work,Student,4860,0,Employment,186,Yes,1.0,0
52,USA,Business,Employed,9494,1,Business Meeting,34,No,1.0,0
35,Pakistan,Work,Employed,7086,3,Employment,190,Yes,3.5,0
53,UK,Tourist,Student,2890,4,Family Visit,19,No,1.0,0
20,Germany,Work,Employed,7624,5,Employment,190,Yes,0.5,0
55,Kenya,Tourist,Employed,5450,3,Leisure,7,No,3.0,0
59,Pakistan,Student,Self-Employed,8151,5,Education,21,Yes,3.0,0
31,Kenya,Business,Employed,3603,4,Business Meeting,45,No,3.0,0
34,Nigeria,Tourist,Employed,7973,6,Leisure,14,No,4.0,1
25,Egypt,Student,Employed,6919,2,Education,26,No,3.0,0
19,UK,Work,Employed,2392,2,Employment,168,Yes,0.5,0
26,UK,Student,Employed,13237,0,Education,16,Yes,0.5,0
34,Nigeria,Tourist,Unemployed,500,0,Leisure,9,No,8.0,1
23,Kenya,Tourist,Student,7497,1,Family Visit,10,No,3.0,0
18,Ghana,Student,Student,5101,1,Education,21,Yes,2.0,0
49,Nigeria,Student,Employed,5040,1,Education,12,Yes,3.0,0
41,Germany,Work,Student,2000,0,Employment,277,Yes,1.0,0
21,India,Business,Student,9595,1,Business Meeting,44,No,3.0,0
27,Ghana,Student,Employed,2000,2,Education,39,No,3.0,0
53,Egypt,Business,Employed,10134,3,Business Meeting,45,No,3.0,0
54,Germany,Business,Employed,5609,5,Business Meeting,43,Yes,0.0,0
49,India,Student,Student,3737,4,Education,10,Yes,2.0,0
34,Nigeria,Work,Employed,6241,0,Employment,203,Yes,4.0,1
24,India,Tourist,Employed,7724,3,Family Visit,9,No,3.0,0
24,UK,Business,Employed,6890,3,Business Meeting,26,No,1.0,0
52,Ghana,Business,Employed,6715,3,Business Meeting,45,No,3.0,0
27,Nigeria,Tourist,Employed,2000,5,Family Visit,13,No,4.0,1
43,Kenya,Business,Student,6421,1,Business Meeting,35,Yes,2.0,0
30,USA,Business,Self-Employed,9462,1,Business Meeting,28,No,1.0,0
39,Nigeria,Business,Employed,11993,2,Business Meeting,15,No,4.0,1
24,Nigeria,Business,Employed,2487,4,Business Meeting,45,No,4.0,1
18,Egypt,Tourist,Student,2000,1,Leisure,20,No,3.0,0
30,India,Tourist,Unemployed,838,2,Leisure,7,Yes,5.5,1
31,India,Business,Employed,4857,3,Business Meeting,41,No,3.0,0
22,Pakistan,Business,Employed,3968,3,Business Meeting,7,Yes,3.0,0
34,Nigeria,Student,Student,6015,0,Education,21,No,4.5,1
44,Germany,Tourist,Self-Employed,8562,2,Leisure,12,No,1.0,0
22,South Africa,Business,Student,6218,1,Business Meeting,21,No,2.0,0
33,Germany,Business,Employed,8455,4,Business Meeting,33,No,1.0,0
37,Kenya,Student,Student,2738,3,Education,29,No,3.0,0
29,Ghana,Student,Employed,5664,2,Education,44,No,3.0,0
27,Nigeria,Student,Employed,6432,2,Education,36,No,4.0,1
23,Germany,Work,Self-Employed,9301,0,Employment,288,Yes,1.0,0
55,Nigeria,Student,Employed,5779,1,Education,26,No,4.0,1
29,Pakistan,Business,Unemployed,736,1,Business Meeting,45,Yes,6.5,1
44,Ghana,Student,Employed,5917,2,Education,19,Yes,2.0,0
48,Ghana,Business,Employed,8182,1,Business Meeting,27,No,3.0,0
53,Germany,Tourist,Self-Employed,5941,1,Leisure,7,Yes,0.0,0
40,USA,Student,Employed,7977,3,Education,6,Yes,0.0,0
24,India,Tourist,Employed,3401,1,Leisure,15,Yes,2.0,0
52,UK,Business,Self-Employed,7216,1,Business Meeting,12,No,1.0,0
52,Egypt,Business,Employed,5919,1,Business Meeting,32,No,3.0,0
44,South Africa,Work,Employed,6982,5,Employment,183,Yes,1.5,0
21,UK,Tourist,Employed,8850,0,Family Visit,11,No,1.5,0
19,Germany,Work,Employed,7560,2,Employment,8,Yes,0.0,0
23,South Africa,Tourist,Employed,11921,5,Family Visit,12,Yes,1.0,0
26,Egypt,Tourist,Employed,4187,4,Leisure,7,Yes,2.0,0
51,Egypt,Work,Employed,2000,2,Employment,221,Yes,2.5,0
30,Ghana,Student,Self-Employed,9560,1,Education,50,Yes,2.0,0
50,Germany,Business,Employed,7336,6,Business Meeting,39,No,1.0,0
50,Nigeria,Work,Employed,6476,2,Employment,118,Yes,3.5,0
51,Egypt,Business,Employed,9612,1,Business Meeting,23,No,3.0,0
18,Ghana,Work,Employed,2000,3,Employment,164,Yes,2.5,0
30,Ghana,Business,Unemployed,1427,1,Business Meeting,36,No,6.5,1
40,Nigeria,Student,Employed,4215,3,Education,30,Yes,3.0,0
18,Kenya,Tourist,Employed,14790,3,Family Visit,26,Yes,2.0,0
43,Germany,Business,Employed,7086,2,Business Meeting,22,Yes,0.0,0
18,Nigeria,Tourist,Employed,8045,3,Leisure,22,No,4.0,1
19,Nigeria,Tourist,Employed,7664,2,Leisure,8,No,4.0,1
49,Ghana,Work,Self-Employed,3902,1,Employment,108,Yes,2.5,0
52,Egypt,Business,Student,8049,1,Business Meeting,35,No,3.0,0
18,UK,Student,Employed,2414,0,Education,30,No,1.5,0
53,India,Business,Employed,9204,5,Business Meeting,43,Yes,2.0,0
20,Kenya,Tourist,Employed,4074,3,Family Visit,8,No,3.0,0
45,Kenya,Tourist,Student,4505,2,Leisure,9,No,3.0,0
24,India,Tourist,Employed,4001,8,Family Visit,25,No,3.0,0
50,USA,Work,Student,6688,1,Employment,269,Yes,0.5,0
27,Germany,Tourist,Employed,2000,4,Family Visit,22,No,1.0,0
22,Nigeria,Student,Employed,2000,1,Education,20,No,4.0,1
44,Germany,Business,Employed,2000,3,Business Meeting,36,No,1.0,0
56,Egypt,Student,Employed,6011,0,Education,33,No,3.5,0
43,Germany,Business,Employed,9233,3,Business Meeting,31,No,1.0,0
21,India,Work,Employed,7213,2,Employment,269,Yes,2.5,0
26,Nigeria,Tourist,Unemployed,1159,0,Leisure,20,No,8.0,1
50,Kenya,Business,Employed,8811,0,Business Meeting,24,No,3.5,0
27,Nigeria,Business,Employed,14357,1,Business Meeting,44,No,4.0,1
22,South Africa,Business,Employed,12835,0,Business Meeting,26,No,2.5,0
47,Ghana,Work,Student,13875,2,Employment,219,Yes,2.5,0
58,USA,Work,Employed,6921,4,Employment,182,Yes,0.5,0
32,Ghana,Student,Self-Employed,5052,2,Education,27,Yes,2.0,0
23,Germany,Work,Unemployed,934,1,Employment,180,Yes,4.0,1
26,South Africa,Student,Employed,4888,1,Education,17,Yes,1.0,0
22,UK,Work,Student,6249,2,Employment,205,Yes,0.5,0
40,USA,Tourist,Employed,2965,3,Family Visit,15,Yes,0.0,0
21,Nigeria,Business,Unemployed,801,0,Business Meeting,33,Yes,7.0,1
45,Germany,Business,Employed,6752,3,Business Meeting,35,Yes,0.0,0
33,South Africa,Work,Employed,3356,1,Employment,196,Yes,1.5,0
23,Nigeria,Work,Employed,5821,5,Employment,296,Yes,3.5,0
54,Ghana,Business,Employed,6126,3,Business Meeting,23,Yes,2.0,0
59,Nigeria,Student,Self-Employed,10704,1,Education,35,No,4.0,1
49,Nigeria,Business,Employed,8353,3,Business Meeting,21,No,4.0,1
37,Germany,Business,Student,7434,2,Business Meeting,30,No,1.0,0
59,Germany,Work,Student,5734,4,Employment,64,Yes,0.0,0
44,Pakistan,Work,Student,6683,3,Employment,135,Yes,3.5,0
42,Germany,Tourist,Employed,3750,2,Leisure,8,No,1.0,0
41,Nigeria,Business,Student,6334,2,Business Meeting,73,No,4.0,1
37,Kenya,Business,Student,6093,3,Business Meeting,61,Yes,2.0,0
53,USA,Business,Employed,2000,2,Business Meeting,32,No,1.0,0
28,South Africa,Work,Self-Employed,9580,3,Employment,125,Yes,1.5,0
26,India,Business,Unemployed,1073,2,Business Meeting,20,Yes,5.5,1
18,Pakistan,Business,Student,3856,0,Business Meeting,18,No,4.5,1
40,UK,Business,Self-Employed,12178,0,Business Meeting,32,No,1.5,0
22,Germany,Business,Student,6354,3,Business Meeting,20,No,1.0,0
46,South Africa,Student,Student,3884,1,Education,59,Yes,1.0,0
23,Pakistan,Work,Employed,8580,0,Employment,173,Yes,4.0,1
41,Kenya,Tourist,Employed,6905,5,Leisure,7,No,3.0,0
50,Germany,Business,Self-Employed,11573,4,Business Meeting,22,No,1.0,0
33,Ghana,Student,Student,5604,2,Education,21,No,3.0,0
21,Germany,Student,Student,3866,0,Education,66,No,1.5,0
53,UK,Work,Self-Employed,5494,1,Employment,203,Yes,0.5,0
23,Ghana,Student,Student,5636,1,Education,18,No,3.0,0
56,Germany,Student,Employed,2000,4,Education,37,Yes,0.0,0
19,Ghana,Business,Unemployed,1283,1,Business Meeting,21,Yes,5.5,1
59,Germany,Tourist,Student,2000,7,Leisure,7,No,1.0,0
49,Egypt,Work,Employed,13106,4,Employment,163,Yes,2.5,0
51,India,Work,Employed,2000,4,Employment,167,Yes,2.5,0
60,Nigeria,Business,Employed,6643,0,Business Meeting,42,Yes,3.5,0
36,Egypt,Work,Student,7416,0,Employment,188,Yes,3.0,0
51,South Africa,Student,Employed,8396,0,Education,32,No,2.5,0
43,Nigeria,Business,Employed,4701,2,Business Meeting,63,No,4.0,1
24,USA,Tourist,Self-Employed,6119,1,Leisure,7,Yes,0.0,0
37,USA,Work,Unemployed,1032,3,Employment,244,Yes,4.0,1
23,Germany,Work,Employed,5854,3,Employment,124,Yes,0.5,0
25,Nigeria,Business,Employed,5656,3,Business Meeting,12,No,4.0,1
45,South Africa,Tourist,Student,10241,1,Leisure,25,No,2.0,0
59,India,Business,Employed,4296,2,Business Meeting,20,Yes,2.0,0
21,Ghana,Work,Employed,11947,5,Employment,323,Yes,2.5,0
53,Pakistan,Tourist,Employed,6630,3,Family Visit,17,Yes,3.0,0
31,Nigeria,Student,Self-Employed,8463,3,Education,38,No,4.0,1
33,India,Tourist,Student,2396,0,Family Visit,8,No,3.5,0
47,Egypt,Business,Employed,11154,8,Business Meeting,10,No,3.0,0
27,UK,Student,Unemployed,1270,2,Education,-5,No,4.5,1
50,Nigeria,Student,Employed,8534,2,Education,32,No,4.0,1
51,Pakistan,Student,Student,3476,0,Education,56,No,4.5,1
22,India,Work,Self-Employed,9297,2,Employment,147,Yes,2.5,0
32,USA,Student,Employed,2000,1,Education,36,No,1.0,0
48,Nigeria,Work,Employed,2000,3,Employment,161,Yes,3.5,0
51,Pakistan,Tourist,Employed,8156,1,Family Visit,7,No,4.0,1
32,Nigeria,Business,Employed,9778,4,Business Meeting,40,No,4.0,1
19,UK,Tourist,Student,7146,2,Family Visit,22,No,1.0,0
26,Ghana,Work,Unemployed,992,1,Employment,274,Yes,6.0,1
58,Egypt,Business,Employed,5404,4,Business Meeting,14,No,3.0,0
52,India,Work,Employed,10616,3,Employment,131,Yes,2.5,0
20,Kenya,Business,Student,4062,1,Business Meeting,9,No,3.0,0
18,India,Work,Student,8145,1,Employment,137,Yes,2.5,0
18,South Africa,Student,Student,2684,3,Education,42,No,2.0,0
20,South Africa,Tourist,Employed,8039,1,Family Visit,30,No,2.0,0
30,Germany,Work,Employed,11048,0,Employment,219,Yes,1.0,0
29,UK,Work,Self-Employed,2298,0,Employment,195,Yes,1.0,0
43,India,Tourist,Student,2000,2,Family Visit,20,No,3.0,0
53,UK,Student,Student,7626,2,Education,29,Yes,0.0,0
19,Pakistan,Business,Student,14855,0,Business Meeting,37,No,4.5,1
22,USA,Business,Unemployed,500,0,Business Meeting,26,Yes,4.0,1
41,Egypt,Work,Employed,8081,3,Employment,120,Yes,2.5,0
25,Nigeria,Business,Student,8249,1,Business Meeting,19,No,4.0,1
22,UK,Tourist,Employed,8263,1,Leisure,9,Yes,0.0,0
20,USA,Student,Student,8140,2,Education,58,Yes,0.0,0
25,Kenya,Work,Employed,3924,5,Employment,209,Yes,2.5,0
52,Germany,Student,Employed,7394,2,Education,33,Yes,0.0,0
37,Nigeria,Tourist,Student,4589,1,Leisure,12,No,4.0,1
32,USA,Tourist,Employed,5039,3,Family Visit,7,No,1.0,0
48,UK,Student,Student,4395,3,Education,28,No,1.0,0
36,UK,Business,Student,10409,5,Business Meeting,25,Yes,0.0,0
39,Egypt,Work,Employed,4500,2,Employment,222,Yes,2.5,0
23,India,Tourist,Employed,3771,5,Leisure,7,No,3.0,0
49,Germany,Business,Employed,6375,2,Business Meeting,16,No,1.0,0
50,Pakistan,Business,Student,2756,4,Business Meeting,53,Yes,3.0,0
33,Pakistan,Student,Employed,8857,4,Education,35,No,4.0,1
26,India,Tourist,Self-Employed,7192,0,Family Visit,19,No,3.5,0
26,India,Work,Employed,2000,3,Employment,140,Yes,2.5,0
49,Egypt,Tourist,Employed,8408,2,Family Visit,17,Yes,2.0,0
60,Nigeria,Business,Employed,5672,5,Business Meeting,35,No,4.0,1
27,Nigeria,Student,Student,4465,2,Education,32,No,4.0,1
35,USA,Business,Student,11620,0,Business Meeting,16,No,1.5,0
40,Nigeria,Tourist,Employed,9750,2,Leisure,11,No,4.0,1
50,Nigeria,Business,Employed,8184,5,Business Meeting,27,No,4.0,1
59,Germany,Business,Employed,9651,1,Business Meeting,7,No,1.0,0
48,Kenya,Tourist,Employed,2000,2,Family Visit,7,No,3.0,0
51,Kenya,Tourist,Student,3428,2,Family Visit,7,Yes,2.0,0
37,India,Student,Student,2000,3,Education,8,No,3.0,0
21,UK,Work,Employed,8366,2,Employment,246,Yes,0.5,0
34,USA,Business,Unemployed,1345,1,Business Meeting,42,No,4.5,1
46,Ghana,Work,Employed,10498,2,Employment,153,Yes,2.5,0
20,Germany,Business,Employed,8231,1,Business Meeting,40,Yes,0.0,0
46,Nigeria,Business,Unemployed,787,2,Business Meeting,42,Yes,6.5,1
31,India,Student,Employed,4727,0,Education,42,No,3.5,0
48,UK,Business,Unemployed,875,0,Business Meeting,27,No,5.0,1
31,Ghana,Business,Student,2968,3,Business Meeting,40,No,3.0,0
21,Egypt,Business,Student,4612,0,Business Meeting,57,No,3.5,0
51,Germany,Business,Employed,5437,1,Business Meeting,44,Yes,0.0,0
39,Nigeria,Student,Student,2044,5,Education,42,Yes,3.0,0
19,USA,Work,Employed,2000,1,Employment,222,Yes,0.5,0
44,Egypt,Tourist,Self-Employed,2000,2,Family Visit,8,No,3.0,0
45,Pakistan,Student,Student,2000,2,Education,51,No,4.0,1
44,USA,Business,Employed,4627,2,Business Meeting,10,No,1.0,0
47,Egypt,Business,Student,2277,2,Business Meeting,38,No,3.0,0
45,Ghana,Tourist,Employed,11225,5,Leisure,19,Yes,2.0,0
34,South Africa,Work,Student,8988,1,Employment,286,Yes,1.5,0
31,Pakistan,Business,Student,6959,2,Business Meeting,27,Yes,3.0,0
29,Kenya,Tourist,Student,5247,0,Leisure,23,No,3.5,0
48,Ghana,Tourist,Employed,8062,2,Leisure,24,No,3.0,0
59,USA,Business,Employed,2557,3,Business Meeting,11,Yes,0.0,0
24,Pakistan,Business,Employed,7970,2,Business Meeting,52,No,4.0,1
57,Ghana,Student,Employed,5419,4,Education,28,Yes,2.0,0
43,South Africa,Work,Employed,9481,2,Employment,262,Yes,1.5,0
24,Ghana,Business,Self-Employed,5445,3,Business Meeting,17,Yes,2.0,0
29,Egypt,Work,Employed,5602,1,Employment,240,Yes,2.5,0
44,Ghana,Tourist,Employed,5642,2,Family Visit,13,Yes,2.0,0
35,UK,Business,Student,8656,5,Business Meeting,15,Yes,0.0,0
19,South Africa,Tourist,Employed,5336,0,Leisure,7,No,2.5,0
43,India,Work,Employed,5274,1,Employment,67,Yes,2.0,0
39,Nigeria,Tourist,Self-Employed,11165,3,Family Visit,12,No,4.0,1
29,Kenya,Business,Student,4838,2,Business Meeting,24,Yes,2.0,0
42,Germany,Work,Student,3234,2,Employment,216,Yes,0.5,0
28,Pakistan,Student,Student,7079,2,Education,30,No,4.0,1
53,Kenya,Tourist,Employed,4787,4,Leisure,7,No,3.0,0
34,USA,Tourist,Employed,5817,2,Family Visit,22,No,1.0,0
53,Egypt,Student,Employed,7029,3,Education,41,No,3.0,0
32,Egypt,Work,Employed,4511,2,Employment,123,Yes,2.5,0
49,Ghana,Work,Employed,5714,3,Employment,102,Yes,2.5,0
28,India,Tourist,Student,5591,2,Leisure,27,No,3.0,0
37,Nigeria,Business,Employed,6241,3,Business Meeting,27,No,4.0,1
46,UK,Business,Unemployed,511,2,Business Meeting,11,No,4.5,1
28,Pakistan,Student,Employed,5571,4,Education,22,Yes,3.0,0
34,Pakistan,Student,Employed,7817,4,Education,15,No,4.0,1
52,South Africa,Business,Employed,6454,3,Business Meeting,51,Yes,1.0,0
41,Pakistan,Business,Student,2000,1,Business Meeting,16,Yes,3.0,0
52,Nigeria,Tourist,Unemployed,856,2,Leisure,11,No,7.5,1
56,Ghana,Tourist,Employed,2000,1,Leisure,8,No,3.0,0
33,Germany,Tourist,Employed,4262,3,Leisure,9,No,1.0,0
28,Ghana,Student,Self-Employed,5938,1,Education,51,Yes,2.0,0
18,Ghana,Work,Employed,2000,2,Employment,201,Yes,2.5,0
20,India,Work,Student,9106,0,Employment,200,Yes,3.0,0
40,USA,Tourist,Employed,9510,2,Leisure,7,No,1.0,0
39,Germany,Tourist,Employed,6405,3,Family Visit,20,No,1.0,0
53,South Africa,Student,Unemployed,1171,1,Education,41,Yes,4.5,1
33,Kenya,Work,Student,7186,2,Employment,252,Yes,2.5,0
33,Germany,Business,Self-Employed,4018,2,Business Meeting,26,No,1.0,0
18,Ghana,Tourist,Employed,6467,2,Leisure,13,Yes,2.0,0
35,Germany,Tourist,Employed,11256,3,Leisure,7,No,1.0,0
56,USA,Business,Employed,4814,4,Business Meeting,35,No,1.0,0
57,Egypt,Work,Self-Employed,10307,1,Employment,109,Yes,2.5,0
27,India,Work,Self-Employed,3302,0,Employment,246,Yes,3.0,0
30,UK,Tourist,Employed,7597,3,Family Visit,17,No,1.0,0
28,Germany,Tourist,Self-Employed,6859,3,Family Visit,7,Yes,0.0,0
59,Germany,Tourist,Employed,8118,2,Family Visit,10,No,1.0,0
55,India,Work,Employed,6911,3,Employment,275,Yes,2.5,0
22,Pakistan,Work,Employed,7940,2,Employment,308,Yes,3.5,0
32,USA,Business,Employed,5314,3,Business Meeting,3,No,1.0,0
48,Germany,Student,Employed,11367,4,Education,23,No,1.0,0
34,UK,Business,Employed,10747,1,Business Meeting,31,No,1.0,0
57,Nigeria,Business,Employed,5715,4,Business Meeting,5,No,4.0,1
19,Kenya,Tourist,Employed,8296,2,Leisure,12,No,3.0,0
35,South Africa,Student,Student,4143,2,Education,23,Yes,1.0,0
28,Kenya,Tourist,Employed,7282,2,Leisure,13,No,3.0,0
18,USA,Student,Employed,3953,4,Education,48,Yes,0.0,0
24,Ghana,Tourist,Employed,5777,2,Leisure,8,No,3.0,0
49,Pakistan,Business,Unemployed,891,3,Business Meeting,14,Yes,6.5,1
26,Egypt,Student,Unemployed,1485,0,Education,25,Yes,6.0,1
27,Ghana,Tourist,Employed,4704,2,Leisure,7,No,3.0,0
58,Germany,Student,Student,3276,3,Education,35,No,1.0,0
55,India,Work,Student,2921,1,Employment,204,Yes,2.5,0
37,Nigeria,Business,Employed,8904,4,Business Meeting,65,No,4.0,1
54,UK,Work,Self-Employed,6768,0,Employment,133,Yes,1.0,0
28,Kenya,Business,Employed,2584,2,Business Meeting,1,No,3.0,0
21,Egypt,Work,Employed,3140,3,Employment,160,Yes,2.5,0
60,South Africa,Student,Self-Employed,8163,1,Education,63,Yes,1.0,0
39,South Africa,Student,Student,6967,5,Education,29,No,2.0,0
28,South Africa,Student,Unemployed,1817,1,Education,25,No,4.0,1
26,Pakistan,Business,Student,2156,0,Business Meeting,13,Yes,3.5,0
35,South Africa,Business,Employed,6607,6,Business Meeting,-2,No,2.0,0
41,Ghana,Student,Self-Employed,3876,3,Education,51,No,3.0,0
41,USA,Tourist,Student,8318,5,Family Visit,7,Yes,0.0,0
29,Ghana,Work,Student,2348,3,Employment,153,Yes,2.5,0
24,Nigeria,Work,Employed,2914,1,Employment,70,Yes,3.0,0
28,UK,Student,Employed,7294,3,Education,27,No,1.0,0
55,Kenya,Student,Student,5872,2,Education,8,No,3.0,0
28,India,Work,Employed,9417,1,Employment,161,Yes,2.5,0
23,Germany,Student,Employed,2702,3,Education,40,Yes,0.0,0
18,Nigeria,Business,Employed,9771,0,Business Meeting,56,No,4.5,1
20,Pakistan,Work,Employed,4775,3,Employment,142,Yes,3.5,0
34,Nigeria,Student,Student,6228,0,Education,45,Yes,3.5,0
41,Egypt,Business,Employed,9925,1,Business Meeting,27,Yes,2.0,0
59,Germany,Tourist,Employed,2895,1,Leisure,7,No,1.0,0
23,Nigeria,Work,Employed,8459,2,Employment,112,Yes,3.5,0
52,Kenya,Work,Employed,2000,1,Employment,198,Yes,2.5,0
47,Germany,Tourist,Employed,11552,1,Leisure,7,No,1.0,0
20,Nigeria,Business,Self-Employed,4289,3,Business Meeting,-1,No,4.0,1
47,Ghana,Business,Unemployed,1290,3,Business Meeting,9,No,6.5,1
43,Germany,Tourist,Self-Employed,7165,2,Family Visit,13,No,1.0,0
48,Nigeria,Business,Student,7206,1,Business Meeting,32,No,4.0,1
51,Kenya,Student,Employed,4339,1,Education,34,No,3.0,0
47,Kenya,Work,Employed,5336,5,Employment,190,Yes,2.5,0
23,UK,Business,Student,8085,1,Business Meeting,30,No,1.0,0
